9.999999999999999547e-07 2.187557338594540823e+01
1.011587778982400784e-06 2.187781843377349489e+01
1.023309834586544378e-06 2.188006371200650335e+01
1.035167722780250401e-06 2.188230922066808048e+01
1.047163017561543139e-06 2.188455495978186960e+01
1.059297311167588065e-06 2.188680092937152466e+01
1.071572214286049422e-06 2.188904712946070319e+01
1.083989356268877957e-06 2.189129356007305205e+01
1.096550385348594427e-06 2.189354022123223587e+01
1.109256968857080327e-06 2.189578711296191571e+01
1.122110793446883888e-06 2.189803423528574911e+01
1.135113565315110569e-06 2.190028158822740423e+01
1.148267010429906971e-06 2.190252917181054926e+01
1.161572874759550843e-06 2.190477698605885948e+01
1.175032924504214123e-06 2.190702503099599596e+01
1.188648946330412976e-06 2.190927330664564465e+01
1.202422747608153300e-06 2.191152181303147728e+01
1.216356156650845187e-06 2.191377055017717623e+01
1.230451022957997557e-06 2.191601951810642745e+01
1.244709217460703760e-06 2.191826871684290623e+01
1.259132632769992910e-06 2.192051814641030916e+01
1.273723183428060069e-06 2.192276780683231863e+01
1.288482806162384390e-06 2.192501769813263124e+01
1.303413460142814838e-06 2.192726782033494359e+01
1.318517127241636197e-06 2.192951817346294519e+01
1.333795812296622144e-06 2.193176875754034327e+01
1.349251543377164528e-06 2.193401957259083801e+01
1.364886372053482252e-06 2.193627061863812955e+01
1.380702373668926060e-06 2.193852189570592870e+01
1.396701647615477696e-06 2.194077340381793917e+01
1.412886317612400879e-06 2.194302514299788243e+01
1.429258531988148471e-06 2.194527711326946573e+01
1.445820463965537725e-06 2.194752931465640700e+01
1.462574311950202481e-06 2.194978174718242059e+01
1.479522299822415289e-06 2.195203441087123863e+01
1.496666677232290882e-06 2.195428730574657195e+01
1.514009719898382866e-06 2.195654043183215620e+01
1.531553729909768708e-06 2.195879378915171642e+01
1.549301036031634651e-06 2.196104737772898474e+01
1.567253994014373717e-06 2.196330119758769683e+01
1.585414986906293954e-06 2.196555524875158127e+01
1.603786425369949890e-06 2.196780953124438440e+01
1.622370748002111549e-06 2.197006404508984545e+01
1.641170421657468896e-06 2.197231879031170365e+01
1.660187941776089055e-06 2.197457376693370534e+01
1.679425832714637323e-06 2.197682897497960752e+01
1.698886648081465516e-06 2.197908441447314942e+01
1.718572971075585243e-06 2.198134008543808804e+01
1.738487414829536887e-06 2.198359598789818037e+01
1.758632622756263362e-06 2.198585212187717985e+01
1.779011268900002616e-06 2.198810848739885415e+01
1.799626058291216250e-06 2.199036508448696381e+01
1.820479727305660332e-06 2.199262191316526582e+01
1.841575044027619599e-06 2.199487897345754206e+01
1.862914808617316680e-06 2.199713626538754951e+01
1.884501853682611748e-06 2.199939378897906650e+01
1.906339044655010402e-06 2.200165154425587133e+01
1.928429280169993530e-06 2.200390953124173521e+01
1.950775492451789647e-06 2.200616774996044001e+01
1.973380647702605171e-06 2.200842620043577114e+01
